id,nombre,fuentes,genero,fecha,municipio,departamento,tipo_de_lider,cargo,fuentes_prensa,año,dia
,María Delia Daza Rodríguez,Prensa,Femenino,2020-04-29,Mercaderes,Cauca,Líder comunal - JAC,"Esposa de la víctima. vereda El Vado, corregimiento de Mojarras, de donde Nárvaez Daza era presidente de la Junta de Acción Comunal.",https://www.semana.com/nacion/articulo/en-mercaderes-cauca-asesinan-a-lider-social-y-a-su-familia/667049,2020,04
,Cristian Narváez Daza ,Prensa,Masculino,2020-04-29,Mercaderes,Cauca,Líder comunal - JAC,"Hijo de la víctima. vereda El Vado, corregimiento de Mojarras, de donde Nárvaez Daza era presidente de la Junta de Acción Comunal.",https://www.semana.com/nacion/articulo/en-mercaderes-cauca-asesinan-a-lider-social-y-a-su-familia/667049,2020,04
,Katherine López,Prensa,Femenino,2020-04-29,Mercaderes,Cauca,Líder comunal - JAC,"Nieta de la víctima. vereda El Vado, corregimiento de Mojarras, de donde Nárvaez Daza era presidente de la Junta de Acción Comunal.",https://www.semana.com/nacion/articulo/en-mercaderes-cauca-asesinan-a-lider-social-y-a-su-familia/667049,2020,04
,John Fredy Restrepo Monsalve,Prensa,Masculino,2020-04-29,Tarazá,Antioquia,Líder campesino o agrario,"Asociación de Campesinos del Bajo Cauca, ASOBAC",https://prensarural.org/spip/spip.php?article25385,2020,04
,Carlos Andrés Sánchez Villa ,Prensa,Masculino,2020-05-04,Tibu,Norte de Santander,Líder comunal - JAC,"el vicepresidente de la vereda Caño Raya en el municipio de Tibú,",https://www.semana.com/nacion/articulo/lider-social-fue-asesinado-en-norte-de-santander/669166,2020,05
,Teylor Cruz Gil,Prensa,Masculino,2020-05-13,Cáceres,Antioquia,Líder comunal - JAC,"presidente de la Junta de Acción Comunal, JAC, del barrio La Cantaleta, Corregimiento de Puerto Bélgica, Cáceres, Antioquia",https://www.bluradio.com/judicial/asesinan-lider-comunal-de-puerto-belgica-en-el-bajo-cauca-antioqueno-antq-251315-ie4370686,2020,05
,Julio César Hernández,Pacifista,Masculino,2020-05-13,Tarazá,Antioquia,Líder comunitario,"Además de líder comunitario, Hernández era beneficiario del Programa Nacional Integral de Sustitución de cultivos de uso ilícito y representante por la vereda San Antonio en la Asocbac.",https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2020,05
,Jorge Enrique Oramas,Prensa,Masculino,2020-05-16,Cali,Valle del Cauca,Líder ambiental,"Fundador de Biocanto, para cuidado del medio ambiente",https://www.eltiempo.com/colombia/cali/lider-que-se-oponia-a-mineria-ilegal-en-cali-fue-asesinado-496366?utm_medium=Social&utm_source=Facebook&fbclid=IwAR2u-KboUzd4u9ZtYiGg00ken_C3Y9zr6HCfeoSyPoinuKSgiO1yVlx_Lt8,2020,05
,Emérito Digno Buendía Martínez,Prensa,Masculino,2020-05-18,Cúcuta,Norte de Santander,Líder comunal - JAC,miembro Junta de Acción Comunal de la vereda Totumito.,https://www.vanguardia.com/colombia/disturbios-entre-ejercito-y-campesinos-dejan-un-muerto-y-varios-heridos-en-norte-de-santander-MJ2380079,2020,05
,Fredy Angarita,Pacifista,Masculino,2020-05-16,Cúcuta,Norte de Santander,Líder comunitario,"Líder de toma de tierras. Angarita se habría desempeñado como uno de los líderes en un proceso de toma de tierras junto a Torres del Rodeo, denominado Villas del Rodeo, ",https://www.laopinion.com.co/judicial/matan-un-lider-comunitario-en-cucuta-196416,2020,05
,Alirio Gustavo García,Prensa,Masculino,2020-05-18,Ricaurte,Nariño,Líder indígena,"Comunero del Resguardo Palmar Imbí, en el municipio de Ricaurte (Nariño). El homicidio se perpetró con arma de fuego dentro del Resguardo y hasta el momento se desconocen los responsables. Este doloroso hecho de violencia se suma a los asesinatos de los líderes Héctor García, fundador de la organización indígena Camawari, y del gobernador del cabildo, Arturo García, padre e hijo, ocurridos el 1° de diciembre del año 2018.",https://www.coljuristas.org/nuestro_quehacer/item.php?id=316,2020,05
,Aramis Arenas Bayona,Prensa,Masculino,2020-05-19,Becerril,Cesar,Líder comunal - JAC,"De acuerdo a la Fundación Redprodepaz, Aramis era uno de los líderes más emblemáticos del proceso que impulsaba un proyecto de turismo. era presidente de la junta de acción comunal de la vereda Canadá y fue aspirante al concejo de ese municipi",https://www.elheraldo.co/cesar/asesinan-bala-lider-social-de-becerril-cesar-727
